cue,related,oughta be related?,notes
computer,theologians,unrelated,feedback: 0 up / 1 down
computer,topographic,unrelated,feedback: 0 up / 1 down
computer,trampoline,unrelated,feedback: 0 up / 1 down
computer,transcendental,unrelated,feedback: 0 up / 1 down
computer,transformation,unrelated,feedback: 0 up / 1 down
computer,transportation,unrelated,feedback: 0 up / 1 down
computer,tripod,unrelated,feedback: 0 up / 1 down
computer,type,related,feedback: 1 up / 0 down
computer,univerbation,unrelated,feedback: 0 up / 1 down
computer,upgrade,related,feedback: 1 up / 0 down
computer,urinalysis,unrelated,feedback: 0 up / 1 down
computer,utilization,unrelated,feedback: 0 up / 1 down
computer,vacation,unrelated,feedback: 0 up / 1 down
computer,verification,unrelated,feedback: 0 up / 1 down
computer,vibration,unrelated,feedback: 0 up / 1 down
computer,wheel,unrelated,feedback: 0 up / 1 down
computer,wrongdoers,unrelated,feedback: 0 up / 1 down
operations,phenomenal,unrelated,feedback: 0 up / 1 down
operations,support,related,feedback: 1 up / 0 down
operations,transport,related,feedback: 1 up / 0 down
astronomy,abelian,unrelated,feedback: 0 up / 1 down
astronomy,agrarian,unrelated,feedback: 0 up / 1 down
astronomy,alliance,unrelated,feedback: 0 up / 1 down
astronomy,anthology,unrelated,feedback: 0 up / 1 down
astronomy,apparitions,unrelated,feedback: 0 up / 1 down
astronomy,arcane,unrelated,feedback: 0 up / 1 down
astronomy,archaeologists,unrelated,feedback: 0 up / 1 down
astronomy,ass,unrelated,feedback: 0 up / 1 down
astronomy,assignations,unrelated,feedback: 0 up / 1 down
astronomy,assimilations,unrelated,feedback: 0 up / 1 down
astronomy,atmospheric,related,feedback: 1 up / 0 down
astronomy,auspicious,unrelated,feedback: 0 up / 1 down
astronomy,baseball,unrelated,feedback: 0 up / 1 down
astronomy,baseballs,unrelated,feedback: 0 up / 1 down
astronomy,bing,unrelated,feedback: 0 up / 1 down
astronomy,biomedical,unrelated,feedback: 0 up / 1 down
astronomy,botanic,unrelated,feedback: 0 up / 1 down
astronomy,bright,related,feedback: 1 up / 0 down
astronomy,brighten,related,feedback: 1 up / 0 down
astronomy,cetacean,unrelated,feedback: 0 up / 1 down
astronomy,chameleon,unrelated,feedback: 0 up / 1 down
astronomy,chandelier,unrelated,feedback: 0 up / 1 down
astronomy,charioteer,unrelated,feedback: 0 up / 1 down
astronomy,chromatography,related,feedback: 1 up / 0 down
astronomy,cinematographer,unrelated,feedback: 0 up / 1 down
astronomy,cinematography,unrelated,feedback: 0 up / 1 down
astronomy,cluster,related,feedback: 1 up / 0 down
astronomy,collection,unrelated,feedback: 0 up / 1 down
astronomy,colonoscopy,unrelated,feedback: 0 up / 1 down
astronomy,colorectal,unrelated,feedback: 0 up / 1 down
astronomy,comprehends,related,feedback: 1 up / 0 down
astronomy,conflagrations,unrelated,feedback: 0 up / 1 down
astronomy,constellations,related,feedback: 1 up / 0 down
astronomy,contemplation,unrelated,feedback: 0 up / 1 down
astronomy,convection,unrelated,feedback: 0 up / 1 down
astronomy,crater,related,feedback: 1 up / 0 down
astronomy,cryptology,unrelated,feedback: 0 up / 1 down
astronomy,curiosity,related,feedback: 1 up / 0 down
astronomy,declinations,related,feedback: 1 up / 0 down
astronomy,dermatology,unrelated,feedback: 0 up / 1 down
astronomy,detection,related,feedback: 1 up / 0 down
astronomy,diffraction,related,feedback: 1 up / 0 down
astronomy,dilatation,unrelated,feedback: 0 up / 1 down
astronomy,dilation,related,feedback: 1 up / 0 down
astronomy,direction,unrelated,feedback: 0 up / 1 down
astronomy,distance,related,feedback: 1 up / 0 down
astronomy,diurnal,unrelated,feedback: 0 up / 1 down
astronomy,dos,unrelated,feedback: 0 up / 1 down
astronomy,ecclesiastic,unrelated,feedback: 0 up / 1 down
astronomy,emissions,related,feedback: 1 up / 0 down
astronomy,entomologists,unrelated,feedback: 0 up / 1 down
astronomy,entomology,unrelated,feedback: 0 up / 1 down
astronomy,epidemiology,unrelated,feedback: 0 up / 1 down
astronomy,etiology,unrelated,feedback: 0 up / 1 down
astronomy,etymology,unrelated,feedback: 0 up / 1 down
astronomy,exaltation,unrelated,feedback: 0 up / 1 down
astronomy,excavation,unrelated,feedback: 0 up / 1 down
astronomy,expeditions,unrelated,feedback: 0 up / 1 down
astronomy,explanation,unrelated,feedback: 0 up / 1 down
astronomy,exploration,related,feedback: 1 up / 0 down
astronomy,explore,related,feedback: 1 up / 0 down
astronomy,extermination,unrelated,feedback: 0 up / 1 down
astronomy,faraway,related,feedback: 1 up / 0 down
astronomy,fertilization,unrelated,feedback: 0 up / 1 down
astronomy,fides,unrelated,feedback: 0 up / 1 down
astronomy,formation,related,feedback: 1 up / 0 down
astronomy,gamma,related,feedback: 1 up / 0 down
astronomy,genealogy,unrelated,feedback: 0 up / 1 down
astronomy,geometry,related,feedback: 1 up / 0 down
astronomy,glimmer,related,feedback: 1 up / 0 down
astronomy,gravitation,related,feedback: 1 up / 0 down
astronomy,gynecology,unrelated,feedback: 0 up / 1 down
astronomy,hieroglyphic,unrelated,feedback: 0 up / 1 down
astronomy,historiography,unrelated,feedback: 0 up / 1 down
astronomy,infrared,related,feedback: 1 up / 0 down
astronomy,initiation,unrelated,feedback: 0 up / 1 down
astronomy,interference,related,feedback: 1 up / 0 down
astronomy,introspection,unrelated,feedback: 0 up / 1 down
astronomy,kinesiology,unrelated,feedback: 0 up / 1 down
astronomy,laser,related,feedback: 1 up / 0 down
astronomy,lens,related,feedback: 1 up / 0 down
astronomy,levitation,unrelated,feedback: 0 up / 1 down
astronomy,light,related,feedback: 1 up / 0 down
astronomy,linguistically,unrelated,feedback: 0 up / 1 down
astronomy,location,unrelated,feedback: 0 up / 1 down
astronomy,lore,unrelated,feedback: 0 up / 1 down
astronomy,magnification,related,feedback: 1 up / 0 down
astronomy,manifestation,unrelated,feedback: 0 up / 1 down
astronomy,medical,unrelated,feedback: 0 up / 1 down
astronomy,medically,unrelated,feedback: 0 up / 1 down
astronomy,medieval,unrelated,feedback: 0 up / 1 down
astronomy,meditation,unrelated,feedback: 0 up / 1 down
astronomy,meteoric,related,feedback: 1 up / 0 down
astronomy,migration,unrelated,feedback: 0 up / 1 down
astronomy,miscellaneous,unrelated,feedback: 0 up / 1 down
astronomy,moon,related,feedback: 1 up / 0 down
astronomy,morphology,unrelated,feedback: 0 up / 1 down
astronomy,mythology,unrelated,feedback: 0 up / 1 down
astronomy,nanotechnology,unrelated,feedback: 0 up / 1 down
astronomy,neurology,unrelated,feedback: 0 up / 1 down
astronomy,night,related,feedback: 1 up / 0 down
astronomy,nocturnal,related,feedback: 1 up / 0 down
astronomy,numerology,unrelated,feedback: 0 up / 1 down
astronomy,obliteration,unrelated,feedback: 0 up / 1 down
astronomy,observation,related,feedback: 1 up / 0 down
astronomy,oceanographer,unrelated,feedback: 0 up / 1 down
astronomy,oceanography,unrelated,feedback: 0 up / 1 down
astronomy,oncology,unrelated,feedback: 0 up / 1 down
astronomy,ophthalmologists,unrelated,feedback: 0 up / 1 down
astronomy,ornithologists,unrelated,feedback: 0 up / 1 down
astronomy,ornithology,unrelated,feedback: 0 up / 1 down
astronomy,overhead,related,feedback: 1 up / 0 down
astronomy,paleontologists,unrelated,feedback: 0 up / 1 down
astronomy,paleontology,unrelated,feedback: 0 up / 1 down
astronomy,pantheistic,unrelated,feedback: 0 up / 1 down
astronomy,pharmacology,unrelated,feedback: 0 up / 1 down
astronomy,philharmonic,unrelated,feedback: 0 up / 1 down
astronomy,photon,related,feedback: 1 up / 0 down
astronomy,phrenology,unrelated,feedback: 0 up / 1 down
astronomy,phylogenetic,unrelated,feedback: 0 up / 1 down
astronomy,physiologists,unrelated,feedback: 0 up / 1 down
astronomy,physiology,unrelated,feedback: 0 up / 1 down
astronomy,precession,related,feedback: 1 up / 0 down
astronomy,predestination,unrelated,feedback: 0 up / 1 down
astronomy,prehistoric,unrelated,feedback: 0 up / 1 down
astronomy,primeval,unrelated,feedback: 0 up / 1 down
astronomy,probe,related,feedback: 1 up / 0 down
astronomy,propagation,unrelated,feedback: 0 up / 1 down
astronomy,propitious,unrelated,feedback: 0 up / 1 down
astronomy,pseudoscientific,unrelated,feedback: 0 up / 1 down
astronomy,psychologists,unrelated,feedback: 0 up / 1 down
astronomy,psychology,unrelated,feedback: 0 up / 1 down
astronomy,pterodactyl,unrelated,feedback: 0 up / 1 down
astronomy,quintessence,unrelated,feedback: 0 up / 1 down
astronomy,radiography,unrelated,feedback: 0 up / 1 down
astronomy,radiologists,unrelated,feedback: 0 up / 1 down
astronomy,rationalization,unrelated,feedback: 0 up / 1 down
astronomy,reflective,related,feedback: 1 up / 0 down
astronomy,refractive,related,feedback: 1 up / 0 down
astronomy,reincarnation,unrelated,feedback: 0 up / 1 down
astronomy,relativistic,related,feedback: 1 up / 0 down
astronomy,religious,unrelated,feedback: 0 up / 1 down
astronomy,rotation,related,feedback: 1 up / 0 down
astronomy,science,related,feedback: 1 up / 0 down
astronomy,scientific,related,feedback: 1 up / 0 down
astronomy,scientologists,unrelated,feedback: 0 up / 1 down
astronomy,scientology,unrelated,feedback: 0 up / 1 down
astronomy,shimmer,related,feedback: 1 up / 0 down
astronomy,shine,related,feedback: 1 up / 0 down
astronomy,shined,related,feedback: 1 up / 0 down
astronomy,shone,related,feedback: 1 up / 0 down
astronomy,sky,related,feedback: 1 up / 0 down
astronomy,skyed,unrelated,feedback: 0 up / 1 down
astronomy,skylight,related,feedback: 1 up / 0 down
astronomy,sociologists,unrelated,feedback: 0 up / 1 down
astronomy,sociology,unrelated,feedback: 0 up / 1 down
astronomy,solar,related,feedback: 1 up / 0 down
astronomy,soothsayer,unrelated,feedback: 0 up / 1 down
astronomy,spectrometer,related,feedback: 1 up / 0 down
astronomy,spectrometry,related,feedback: 1 up / 0 down
astronomy,spectroscopy,related,feedback: 1 up / 0 down
astronomy,sphere,related,feedback: 1 up / 0 down
astronomy,stars,related,feedback: 1 up / 0 down
astronomy,sun,related,feedback: 1 up / 0 down
astronomy,superpositions,unrelated,feedback: 0 up / 1 down
astronomy,superstitions,unrelated,feedback: 0 up / 1 down
astronomy,superstitious,unrelated,feedback: 0 up / 1 down
astronomy,suppositions,unrelated,feedback: 0 up / 1 down
astronomy,thematically,unrelated,feedback: 0 up / 1 down
astronomy,thermometer,unrelated,feedback: 0 up / 1 down
astronomy,titan,related,feedback: 1 up / 0 down
astronomy,transportation,unrelated,feedback: 0 up / 1 down
astronomy,triton,related,feedback: 1 up / 0 down
astronomy,twilight,related,feedback: 1 up / 0 down
astronomy,ultrasound,unrelated,feedback: 0 up / 1 down
astronomy,univerbation,unrelated,feedback: 0 up / 1 down
astronomy,velocity,related,feedback: 1 up / 0 down
astronomy,virologists,unrelated,feedback: 0 up / 1 down
astronomy,virology,unrelated,feedback: 0 up / 1 down
astronomy,zoology,unrelated,feedback: 0 up / 1 down
election,monday,unrelated,feedback: 0 up / 1 down
election,sunday,unrelated,feedback: 0 up / 1 down
transgender,abductee,unrelated,feedback: 0 up / 1 down
transgender,abortion,unrelated,feedback: 0 up / 1 down
transgender,acquiescence,unrelated,feedback: 0 up / 1 down
transgender,adaptation,related,feedback: 1 up / 0 down
transgender,adolescence,related,feedback: 1 up / 0 down
transgender,alienation,related,feedback: 1 up / 0 down
transgender,alteration,related,feedback: 1 up / 0 down
transgender,altruistic,unrelated,feedback: 0 up / 1 down
transgender,ambiguity,related,feedback: 1 up / 0 down
transgender,anatomic,related,feedback: 1 up / 0 down
transgender,androgynous,related,feedback: 1 up / 0 down
transgender,appendectomy,unrelated,feedback: 0 up / 1 down
transgender,approbation,unrelated,feedback: 0 up / 1 down
transgender,appropriation,unrelated,feedback: 0 up / 1 down
transgender,articulation,unrelated,feedback: 0 up / 1 down
transgender,autistic,related,feedback: 1 up / 0 down
transgender,awareness,related,feedback: 1 up / 0 down
transgender,bestiality,unrelated,feedback: 0 up / 1 down
transgender,bi,related,feedback: 1 up / 0 down
transgender,biodegradable,unrelated,feedback: 0 up / 1 down
transgender,blind,unrelated,feedback: 0 up / 1 down
transgender,bureaucracies,related,feedback: 1 up / 0 down
transgender,categorization,unrelated,feedback: 0 up / 1 down
transgender,clarification,unrelated,feedback: 0 up / 1 down
transgender,cohabitation,unrelated,feedback: 0 up / 1 down
transgender,commonality,unrelated,feedback: 0 up / 1 down
transgender,confrontation,unrelated,feedback: 0 up / 1 down
transgender,conjugation,unrelated,feedback: 0 up / 1 down
transgender,contortion,unrelated,feedback: 0 up / 1 down
transgender,convalescence,unrelated,feedback: 0 up / 1 down
transgender,convention,related,feedback: 1 up / 0 down
transgender,conversions,related,feedback: 1 up / 0 down
transgender,cosmetic,related,feedback: 1 up / 0 down
transgender,debasement,unrelated,feedback: 0 up / 1 down
transgender,declination,unrelated,feedback: 0 up / 1 down
transgender,deference,unrelated,feedback: 0 up / 1 down
transgender,deformation,unrelated,feedback: 0 up / 1 down
transgender,degradation,related,feedback: 1 up / 0 down
transgender,dehumanization,related,feedback: 1 up / 0 down
transgender,demographic,related,feedback: 1 up / 0 down
transgender,derangement,unrelated,feedback: 0 up / 1 down
transgender,diabetic,related,feedback: 1 up / 0 down
transgender,dichotomy,related,feedback: 1 up / 0 down
transgender,disability,related,feedback: 1 up / 0 down
transgender,disclosure,related,feedback: 1 up / 0 down
transgender,discrete,unrelated,feedback: 0 up / 1 down
transgender,discrimination,related,feedback: 1 up / 0 down
transgender,dislocation,unrelated,feedback: 0 up / 1 down
transgender,disorganization,unrelated,feedback: 0 up / 1 down
transgender,displacement,unrelated,feedback: 0 up / 1 down
transgender,distortion,unrelated,feedback: 0 up / 1 down
transgender,ejaculation,related,feedback: 1 up / 0 down
transgender,endocrinologists,related,feedback: 1 up / 0 down
transgender,environmentalist,unrelated,feedback: 0 up / 1 down
transgender,erogenous,related,feedback: 1 up / 0 down
transgender,erotic,related,feedback: 1 up / 0 down
transgender,escort,related,feedback: 1 up / 0 down
transgender,estrangement,related,feedback: 1 up / 0 down
transgender,eugenics,unrelated,feedback: 0 up / 1 down
transgender,expatriate,unrelated,feedback: 0 up / 1 down
transgender,fairness,related,feedback: 1 up / 0 down
transgender,feminization,related,feedback: 1 up / 0 down
transgender,fertility,related,feedback: 1 up / 0 down
transgender,figuration,unrelated,feedback: 0 up / 1 down
transgender,fluctuation,unrelated,feedback: 0 up / 1 down
transgender,gay,related,feedback: 1 up / 0 down
transgender,genetic,related,feedback: 1 up / 0 down
transgender,genetically,related,feedback: 1 up / 0 down
transgender,gentrification,unrelated,feedback: 0 up / 1 down
transgender,gents,related,feedback: 1 up / 0 down
transgender,gestation,unrelated,feedback: 0 up / 1 down
transgender,globalization,unrelated,feedback: 0 up / 1 down
transgender,gynecologists,related,feedback: 1 up / 0 down
transgender,gynecology,related,feedback: 1 up / 0 down
transgender,haitian,unrelated,feedback: 0 up / 1 down
transgender,hegemonic,unrelated,feedback: 0 up / 1 down
transgender,holographic,unrelated,feedback: 0 up / 1 down
transgender,homogenous,unrelated,feedback: 0 up / 1 down
transgender,hysterectomies,related,feedback: 1 up / 0 down
transgender,iconoclastic,related,feedback: 1 up / 0 down
transgender,implant,related,feedback: 1 up / 0 down
transgender,implanted,related,feedback: 1 up / 0 down
transgender,incorporation,unrelated,feedback: 0 up / 1 down
transgender,insanity,unrelated,feedback: 0 up / 1 down
transgender,interbreed,unrelated,feedback: 0 up / 1 down
transgender,interviewee,unrelated,feedback: 0 up / 1 down
transgender,inversions,related,feedback: 1 up / 0 down
transgender,jew,unrelated,feedback: 0 up / 1 down
transgender,jewish,unrelated,feedback: 0 up / 1 down
transgender,kink,related,feedback: 1 up / 0 down
transgender,lumpectomy,unrelated,feedback: 0 up / 1 down
transgender,majorettes,unrelated,feedback: 0 up / 1 down
transgender,makeup,related,feedback: 1 up / 0 down
transgender,masculinity,related,feedback: 1 up / 0 down
transgender,materialistic,unrelated,feedback: 0 up / 1 down
transgender,materiality,unrelated,feedback: 0 up / 1 down
transgender,medically,related,feedback: 1 up / 0 down
transgender,meritocracies,unrelated,feedback: 0 up / 1 down
transgender,messianic,unrelated,feedback: 0 up / 1 down
transgender,minority,related,feedback: 1 up / 0 down
transgender,miscommunication,unrelated,feedback: 0 up / 1 down
transgender,misdiagnosis,related,feedback: 1 up / 0 down
transgender,modernization,unrelated,feedback: 0 up / 1 down
transgender,mutation,unrelated,feedback: 0 up / 1 down
transgender,nationality,unrelated,feedback: 0 up / 1 down
transgender,nationalization,unrelated,feedback: 0 up / 1 down
